Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
1883,1883,22064,103-HR-4290,103,HR,4290,Benjamin Gilman,Providing for the Self-Defense of Bosnia-Herzegovina.,4/21/94,4.0,1994,19,1921,19,1921,0,,0,0.0,0.0,0.0,200.0,1,,19,L2_Heterogeneous_Match
1884,1884,413547,109-S-2756,109,S,2756,Susan M. Collins,"A bill to authorize the President to utilize Federal equipment, supplies, facilities, personnel, and other non-monetary resources to assist utility companies that contribute to recovery efforts from the effects of a major disaster.",2005/5/6,5.0,2006,15,1523,15,1523,0,,0,,0.0,1.0,200.0,2,,20,L2_Heterogeneous_Match
1885,1885,443469,110-HR-7267,110,HR,7267,Kendrick Brett Meek,"To amend the Fair Credit Reporting Act with respect to requirements relating to information contained in consumer reports, and for other purposes.",2010/3/8,10.0,2008,15,1504,15,1504,0,,0,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
1886,1886,192530,91-HR-13334,91,HR,13334,"Ruth, Earl B.","To amend title 39, United States Code, to exclude from the U.S. mails as a special category of nonmailable matter certain obscene material sold or offered for sale to minors, and for other purposes",,,1969,20,2003,20,2003,0,,,0.0,0.0,0.0,200.0,1,,20,L3_Expert_Consensus
1887,1887,22294,103-HR-4520,103,HR,4520,Marjorie Margolies-Mezvinsky,"To amend chapter 11 of title 31, United States Code, to require that the President's budget submission separately reflect the budget aggregates relating to activities within the unified budget and aggregates relating to activities required by law to be excluded from the unified budget.",5/26/94,5.0,1994,1,105,1,105,0,,0,0.0,0.0,1.0,100.0,1,,20,L3_Expert_Consensus
1888,1888,339609,86-S-505,86,S,505,"Kennedy, John","A bill to provide for the reporting and disclosure of certain financial transactions and administrative practices of labor organizations and employers, to prevent abuses in the administration of trusteeships by labor organizations, to provide standards wi",,,1959,5,504,5,504,0,,,0.0,0.0,1.0,100.0,2,,5,L2_Heterogeneous_Match
1889,1889,982467,112-H-4617,112,HR,4617,Aaron Schock,"To extend the temporary suspension of duty on certain used fuel, lubricating, or cooling medium pumps.",4/24/12,4.0,2012,18,1807,18,1807,0,,,,,1.0,200.0,1,,18,L2_Heterogeneous_Match
1890,1890,979477,112-H-1924,112,HR,1924,Mike Quigley,"To amend title 23, United States Code, to protect States that have in effect laws or orders with respect to pay to play reform, and for other purposes.",5/13/11,5.0,2011,20,2012,20,2012,0,,,,,0.0,100.0,1,,20,HITL_Manual
1891,1891,449952,111-H-856,111,HR,856,George P. Radanovich,"To provide flexibility for the operation of the Bureau of Reclamation C.W. Bill Jones Pumping Plant and the Harvey O. Banks Pumping Plant of the State of California in times of drought emergency, to support the establishment of a fish hatchery program to preserve and restore the Delta Smelt in the Sacramento-San Joaquin Delta, and for other purposes.",2002/4/9,2.0,2009,7,700,7,700,0,0000-00-00,,0.0,0.0,0.0,200.0,1,0,7,HITL_Manual
1892,1892,272691,96-HR-1044,96,HR,1044,John Paul Hammerschmidt,"A bill to prohibit the Secretary of Agriculture and the Secretary of Health, Education, and Welfare from prohibiting the use of nitrites as a food preservative on the basis of any carcinogenic effect nitrites may be represented to have until the development of a satisfactory alternative food preservative.",1/18/79,1.0,1979,4,403,4,403,0,,0,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
1893,1893,310570,106-S-1187,106,S,1187,Byron L. Dorgan,"A bill to require the Secretary of the Treasury to mint coins in commemoration of the bicentennial of the Lewis and Clark Expedition, and for other purposes.",6/7/99,6.0,1999,20,2006,20,2006,0,,0,0.0,0.0,0.0,100.0,2,1,20,L2_Heterogeneous_Match
1894,1894,987131,112-S-3029,112,S,3029,Frank R. Lautenberg,A bill to extend the temporary suspension of duty on ion-exchange resins consisting of copolymers of acrylic acid and diethylene glycol divinyl ether.,2005/8/12,5.0,2012,18,1807,18,1807,0,,,,,1.0,100.0,2,,18,L2_Heterogeneous_Match
1895,1895,980164,112-H-2544,112,HR,2544,Betty McCollum,"To increase the statutory limit on the public debt, increase job creation, and reduce projected medium and long-term Federal budget deficits and debt.",7/14/11,7.0,2011,1,105,1,105,0,,,,,0.0,100.0,1,,1,L2_Heterogeneous_Match
1896,1896,447651,111-H-469,111,HR,469,Ralph Moody Hall,"To encourage research, development, and demonstration of technologies to facilitate the utilization of water produced in connection with the development of domestic energy resources, and for other purposes.",1/13/09,1.0,2009,8,802,8,802,0,0000-00-00,,1.0,0.0,0.0,200.0,1,0,8,L2_Heterogeneous_Match
1897,1897,45150,80-HR-7056,80,HR,7056,"Winstead, W. Arthur","To strengthen the national defense by making it possible for persons drafted under the Selective Service Act of 1948 (Public Law 759, 80th Cong., 2d sess.) to choose the type of units in which they serve",,,1948,16,1608,16,1608,0,,,0.0,0.0,0.0,100.0,1,,16,L2_Heterogeneous_Match
1898,1898,273610,97-HR-482,97,HR,482,Robert A. Roe,A bill to amend the Internal Revenue Code of 1954 to provide individuals a credit against income tax for amounts paid or incurred by the taxpayer for alterations to his principal residence in order to make such residence more suitable for handicapped family members.,1/5/81,1.0,1981,13,1304,13,1304,0,,0,0.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
1899,1899,388422,80-S-53,80,S,53,"Lucas, Scott W",A bill conferring United States citizenship posthumously upon Harold Turcean,,,1947,9,900,9,900,1,,,1.0,1.0,0.0,100.0,2,,9,L2_Heterogeneous_Match
1900,1900,238074,94-HR-7560,94,HR,7560,Clarence E. Miller,A bill to amend title 38 of the United States Code in order to provide service pensions to certain veterans of World War I and pensions to the widows of such veterans.,6/3/75,6.0,1975,16,1609,16,1609,0,,0,0.0,0.0,0.0,200.0,1,,16,L2_Heterogeneous_Match
1901,1901,37971,107-HR-5669,107,HR,5669,Michael M. Mike Honda,To establish the Nanoscience and Nanotechnology Advisory Board.,10/16/02,10.0,2002,17,1700,17,1700,0,,,0.0,0.0,0.0,100.0,1,,17,L2_Heterogeneous_Match
1902,1902,6624,101-HR-1423,101,HR,1423,Cardiss Collins,"To suspend United States assistance to the Nicaraguan Resistance until the Nicaraguan Resistance has accounted, to the satisfaction of the Congress, for the assistance that the United States has already provided to the Nicaraguan Resistance.",3/15/89,3.0,1989,19,1921,19,1921,0,,0,0.0,0.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
1903,1903,333603,85-S-699,85,S,699,"Case, Francis",A bill to amend section 203 of the Social Security Act to increase the amount of earnings individuals are permitted to earn without suffering deductions from their benefits.,,,1957,13,1303,13,1303,0,,,0.0,0.0,0.0,200.0,2,,13,L2_Heterogeneous_Match
1904,1904,57065,82-HR-1737,82,HR,1737,Farrington,"To amend the act entitled An act to provide for the conversion of national banking associations into and their merger or consolidation with State banks, and for other purposes, approved August 17, 1950, to provide a definition of the term State.",,,1951,15,1501,15,1501,0,,,0.0,0.0,,,1,,15,L2_Heterogeneous_Match
1905,1905,223448,93-HR-1760,93,HR,1760,Michael Joseph Harrington,"A bill to require the President to notify the Congress whenever he impounds funds, or authorizes the impounding of funds, and to provide a procedure under which the House of Representatives and the Senate may approve the President's action or require the President to cease such action.",1/11/73,1.0,1973,1,105,1,105,0,,0,0.0,0.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
1906,1906,103715,86-HR-4090,86,HR,4090,"Selden, Armistead I. Jr.",To amend section 332 of title 10 of the United States Code to limit the use of the Armed Forces to enforce Federal laws or the orders of Federal courts,,,1959,16,1608,16,1608,0,,,0.0,0.0,1.0,100.0,1,,20,L3_Expert_Consensus
1907,1907,453454,111-S-4008,111,S,4008,Robert P. Casey,"A bill to enhance United States diplomatic efforts with respect to Iran by imposing additional economic sanctions against Iran, and for other purposes.",2012/3/10,12.0,2010,19,1921,19,1921,0,0000-00-00,,0.0,0.0,1.0,100.0,2,0,19,L2_Heterogeneous_Match
1908,1908,383412,98-S-2348,98,S,2348,James Danforth Dan Quayle,"A bill to authorize Federal grants to improve the quality of vocational education, to improve access to vocational education, to strengthen the involvement of the private sector in vocational education, and for other purposes.",2/27/84,2.0,1984,6,604,6,604,0,,0,0.0,0.0,1.0,200.0,2,,6,L2_Heterogeneous_Match
1909,1909,362473,92-S-3769,92,S,3769,"HARTKE, RUPERT VANCE",A bill to designate an Interstate Railroad System; to require minimum standards of maintenance on the railroad lines comprising such system; to establish rights of access by rail carriers to railroad lines; to provide financial assistance for certain reha,,,1972,10,1005,10,1005,0,,,0.0,0.0,1.0,100.0,2,,10,L2_Heterogeneous_Match
1910,1910,232742,93-HR-11878,93,HR,11878,Robert Owens Tiernan,"A bill to protect the environment and conserve natural resources by stimulating the recovery, reuse, and recycling of waste materials and by decreasing the quantity of materials moved in commerce which must be disposed of ultimately as waste; to promote and regulate commerce by identifying and establishing standards and guidelines for the proper management of waste which poses a substantial hazard to human health or the environment.",12/10/73,12.0,1973,7,707,7,707,0,,0,0.0,0.0,1.0,100.0,1,,7,L2_Heterogeneous_Match
1911,1911,276107,97-HR-21,97,HR,21,Thomas Fisher Railsback,"A bill to amend title 18, United States Code, to permit a Federal court, upon the recommendation of the United States prosecutor, to place certain persons charged with Federal crimes in programs of community supervision and services.",1/5/81,1.0,1981,12,1205,12,1205,0,,0,0.0,0.0,0.0,200.0,1,,12,L2_Heterogeneous_Match
1912,1912,385873,99-S-741,99,S,741,Henry John Heinz,A bill to amend section 236 of the Trade and Tariff Act of 1984 relating to user fees for Customs services at certain small airports.,3/26/85,3.0,1985,18,1807,18,1807,0,,0,0.0,0.0,1.0,200.0,2,,18,L2_Heterogeneous_Match
1913,1913,64143,83-HR-207,83,HR,207,"Angell, Homer D.",To provide for the admission of Alaska into the Union,,,1953,21,2105,21,2105,0,,,0.0,0.0,1.0,200.0,1,,20,L3_Expert_Consensus
1914,1914,419909,106-HR-1255,106,HR,1255,Harold E. Ford,"To amend the Appalachian Regional Development Act of 1965 to add Hickman, Lawrence, Lewis, Perry, and Wayne Counties, Tennessee, to the Appalachian region.",3/24/99,3.0,1999,14,1405,14,1405,0,,0,0.0,0.0,0.0,100.0,1,,14,L2_Heterogeneous_Match
1915,1915,981981,112-H-417,112,HR,417,William L. Owens,"To amend the Internal Revenue Code of 1986 to repeal the expansion of certain information reporting requirements to corporations and to payments for property, to impose a surcharge on high income taxpayers, and for other purposes.",1/25/11,1.0,2011,1,107,1,107,0,,,,,0.0,100.0,1,,1,L2_Heterogeneous_Match
1916,1916,94916,85-HR-8336,85,HR,8336,"Baring, Walter S.",To impose a tax on the importa tion of lead.,,,1957,18,1807,18,1807,0,,,0.0,0.0,1.0,100.0,1,,18,L2_Heterogeneous_Match
1917,1917,327537,84-S-3429,84,S,3429,"Aiken, George","A bill to improve and simplify the credit facilities available to farmers, to amend the Bankhead-Jones Farm Tenant Act, and for other purposes",,,1956,14,1404,14,1404,0,,,0.0,0.0,0.0,200.0,2,,4,L2_Heterogeneous_Match
1918,1918,32133,105-HR-4705,105,HR,4705,Robert Stump,"To provide a temporary authority for the use of voluntary separation incentives by the Department of Veterans Affairs to reduce employment levels, and for other purposes.",10/6/98,10.0,1998,16,1609,16,1609,0,,0,0.0,0.0,1.0,200.0,1,,20,L3_Expert_Consensus
1919,1919,267710,96-HR-4889,96,HR,4889,John Michael Murphy,A bill to extend the Authorization Period for the Great Dismal Swamp National Wildlife Refuge.,7/20/79,7.0,1979,21,2103,21,2103,1,6/28/80,96-291,1.0,1.0,1.0,100.0,1,,21,L2_Heterogeneous_Match
1920,1920,373070,95-S-3567,95,S,3567,"Hatch, Orrin G.",A bill to amend Public Law 95-151 subsection (a) by excepting therefrom employers which employ 10 or fewer employees.,10/7/78,10.0,1978,5,505,5,505,0,,0,0.0,0.0,0.0,200.0,2,,5,L3_Expert_Consensus
1921,1921,109882,86-HR-9363,86,HR,9363,"Pelly, Thomas M.","To incorporate the Sea Cadet Corps of America, and for other purposes",,,1960,10,1007,10,1007,0,,,0.0,0.0,0.0,200.0,1,,16,L2_Heterogeneous_Match
1922,1922,293580,100-S-2267,100,S,2267,Alan Cranston,"A bill to amend title 38, United States Code, to index rates of veterans' disability compensation and surviving spouses' and children's dependency and indemnity compensation to automatically increase to keep pace with the cost of living, and for other purposes.",4/11/88,4.0,1988,16,1609,16,1609,0,,0,0.0,0.0,1.0,100.0,2,,16,HITL_Manual
1923,1923,343693,87-S-3569,87,S,3569,"Smith, Benjami",A bill to amend section 4142 (relating to the definition of radio and television components) of the Internal Revenue Code of 1954.,,,1962,17,1707,17,1707,0,,,0.0,0.0,1.0,100.0,2,,17,L3_Expert_Consensus
1924,1924,359014,91-S-3486,91,S,3486,"Bellmon, Henry","A bill to establish a Commission on Oil Imports as an independent agency of the Government, to authorize the Commission to impose quotas on imports of petroleum and petroleum products, and for other purposes",,,1970,8,803,8,803,0,,,0.0,0.0,0.0,200.0,2,,8,L2_Heterogeneous_Match
1925,1925,450087,111-H-978,111,HR,978,Jason Altmire,"To recognize and clarify the authority of the States to regulate intrastate helicopter medical services pursuant to their authority over public health planning and protection, patient safety and protection, emergency medical services, the quality and coordination of medical care, and the practice of medicine within their jurisdictions.",2002/11/9,2.0,2009,3,301,3,301,0,0000-00-00,,0.0,0.0,1.0,100.0,1,0,3,L2_Heterogeneous_Match
1926,1926,312680,106-S-726,106,S,726,Ben Nighthorse Campbell,A bill to establish a matching grant program to help State and local jurisdictions purchase bullet resistant equipment for use by law enforcement departments.,3/25/99,3.0,1999,12,1201,12,1201,0,,0,0.0,0.0,1.0,200.0,2,,12,L2_Heterogeneous_Match
1927,1927,66822,83-HR-2992,83,HR,2992,"Warburton, Herbert B.",To grant additional income Tax exemptions to taxpayers supporting blind or aged dependents,,,1953,13,1304,13,1304,0,,,0.0,0.0,1.0,200.0,1,,1,L2_Heterogeneous_Match
1928,1928,288755,114-HR-697,114,hr,697,Don Young,To amend the African Elephant Conservation Act of 1988 to conserve elephants while appropriately regulating ivory in the United States.,2002/3/15,2.0,2015,19,1902,19,1902,0,,,0.0,0.0,1.0,200.0,0,.,7,L2_Heterogeneous_Match
1929,1929,336495,86-S-2035,86,S,2035,"Humphrey, Hube","A bill authorizing persons maintaining or defending actions in the District of Columbia on behalf of a minor to give releases of liability, and requiring persons receiving money or property in settlement of such actions or in satisfaction of a judgment in",,,1959,20,2014,20,2014,1,,,1.0,1.0,1.0,100.0,2,,12,L2_Heterogeneous_Match
1930,1930,148199,89-HR-8124,89,HR,8124,"Macdonald, Torbert H.",To repeal the excise tax on amounts paid for communications services or facilities,,,1965,17,1706,17,1706,0,,,0.0,0.0,1.0,100.0,1,,17,L2_Heterogeneous_Match
1931,1931,195700,91-HR-16483,91,HR,16483,"Pelly, Thomas M.","To amend the Land and Water Conservation Fund Act of 1965, as amended, and for other purposes",,,1970,7,711,7,711,0,,,0.0,0.0,0.0,200.0,1,,7,L3_Expert_Consensus
1932,1932,387121,99-S-625,99,S,625,Paula Hawkins,A bill to include the offenses relating to sexual exploitation of children under the provisions of RICO and authorize civil suits on behalf of victims of child pornography and prostitution.,3/7/85,3.0,1985,12,1210,12,1210,0,,0,0.0,0.0,1.0,200.0,2,,12,L2_Heterogeneous_Match
1933,1933,198757,91-HR-19639,91,HR,19639,"Symington, James W.","To amend the Intergovernmental Cooperation Act of 1968 to improve intergovernmental relationships between the United States and the States and municipalities, and the economy and efficiency of government, by providing Federal cooperation and assistance in the establishment and strengthening of State and local offices of consumer protection",,,1970,20,2001,20,2001,0,,,0.0,0.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
1934,1934,141086,89-HR-1090,89,HR,1090,"Multer, Abraham J.",To repeal part I of subchapter G of chapter 1 of the Internal Revenue Code of 1954,,,1965,1,107,1,107,0,,,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
1935,1935,19516,103-HR-1742,103,HR,1742,Robert Henry Michel,"Making emergency supplemental appropriations for Advances to the Unemployment Trust Fund for the fiscal year ending September 30, 1993, and for other purposes.",4/20/93,4.0,1993,5,500,5,500,0,,0,0.0,0.0,0.0,200.0,1,,5,L3_Expert_Consensus
1936,1936,132724,88-HR-5686,88,HR,5686,"Widnall, William B.","To provide a percentage deduction for certain expenses paid for the higher education of the taxpayer, his spouse, and his dependents",,,1963,6,601,6,601,0,,,0.0,0.0,0.0,200.0,1,,6,L2_Heterogeneous_Match
1937,1937,419606,106-HR-952,106,HR,952,Charles F. Charlie Bass,"To amend the Telecommunications Act of 1996 to preserve State and local authority over the construction, placement or modification of personal wireless service facilities.",3/3/99,3.0,1999,17,1706,17,1706,0,,0,0.0,0.0,1.0,200.0,1,,17,L2_Heterogeneous_Match
1938,1938,272885,97-HR-6725,97,HR,6725,Fortney H. Pete Stark,A bill to amend the Internal Revenue Code of 1954 to reduce the tax incentives for corporate takeovers.,6/28/82,6.0,1982,15,1520,15,1520,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
1939,1939,445418,111-H-268,111,HR,268,Walter Beaman Jones,"To amend title 10, United States Code, to ensure that every military chaplain has the prerogative to close a prayer outside of a religious service according to the dictates of the chaplain's own conscience.",2001/7/9,1.0,2009,16,1608,16,1608,0,0000-00-00,,0.0,0.0,0.0,200.0,1,0,16,L2_Heterogeneous_Match
1940,1940,189791,91-HR-10684,91,HR,10684,"McKneally, Martin B.",To amend the Communications Act of 1934 to establish orderly procedures for the consideration of applications for renewal of broadcast licenses,,,1969,17,1707,17,1707,0,,,0.0,0.0,0.0,200.0,1,,17,L2_Heterogeneous_Match
1941,1941,452217,111-S-2896,111,S,2896,Al Franken,"A bill to recruit, support, and prepare principals to improve student academic achievement at high-need schools.",12/17/09,12.0,2009,6,601,6,601,0,0000-00-00,,0.0,0.0,0.0,100.0,2,0,6,L2_Heterogeneous_Match
1942,1942,273096,97-HR-3085,97,HR,3085,Edgar Lanier Ed Jenkins,"A bill to amend the Internal Revenue Code of 1954 to provide for employee stock ownership plans, and for other purposes.",4/7/81,4.0,1981,21,2104,21,2104,0,,0,0.0,0.0,1.0,100.0,1,,5,L3_Expert_Consensus
1943,1943,343837,87-S-3668,87,S,3668,"Burdick, Quent","A bill to provide for a scenic parkway connection between units of the Theodore Roosevelt National Park, North Dakota, and for other purposes.",,,1962,10,1002,10,1002,0,,,0.0,0.0,1.0,100.0,2,,21,L2_Heterogeneous_Match
1944,1944,230734,93-HR-16763,93,HR,16763,Edward Ross Roybal,A bill to amend title XVI of the Social Security Act to require that the value of maintenance and support furnished an individual by a nonprofit retirement home be excluded from income for the purpose of determining eligibility for supplemental security income benefits under such act.,9/19/74,9.0,1974,14,1408,14,1408,0,,0,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
1945,1945,237300,94-HR-1798,94,HR,1798,Robert Randolph Casey,"A bill to amend the Internal Revenue Code of 1954 to allow a deduction for expenses incurred by a taxpayer in making repairs and improvements to his residence, and to allow the owner of rental housing to amortize at an accelerated rate the cost of rehabilitating or restoring such housing.",1/20/75,1.0,1975,14,1499,14,1499,0,,0,0.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
1946,1946,115775,87-HR-1928,87,HR,1928,"Dulski, Thaddeus J.",To amend the Veterans Benefits Code with respect to the payment of compensation and pension to widows of veterans,,,1961,16,1609,16,1609,0,,,0.0,0.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
1947,1947,360075,92-S-1613,92,S,1613,"GURNEY, EDWARD J.","A bill to amend the National Labor Relations Act to achieve certain reforms, and for other purposes",,,1971,5,504,5,504,0,,,0.0,0.0,0.0,200.0,2,,5,L2_Heterogeneous_Match
1948,1948,416707,110-S-1794,110,S,1794,Evan Bayh,A bill to amend the Federal Direct Loan Program to provide that interest shall not accrue on Federal Direct Loans for active duty service members and their spouses.,7/17/07,7.0,2007,6,601,6,601,0,,0,0.0,0.0,1.0,100.0,2,,6,L3_Expert_Consensus
1949,1949,1004473,113-HR-4477,113,HR,4477, Jerry McNerney,"To authorize the Secretary of Transportation to make grants for engineering, final design, and construction of the Altamont Corridor Rail Project, California, and for other purposes.",2004/10/14,4.0,2014,10,1005,10,1005,0,,,0.0,0.0,0.0,100.0,1,0,10,L2_Heterogeneous_Match
1950,1950,202239,92-HR-3139,92,HR,3139,"Minshall, William E. Jr.",To amend the Federal Water Pollution Control Act to ban polyphosphates in detergents and to establish standards and programs to abate and control water pollution by synthetic detergents.,,,1971,7,701,7,701,0,,,0.0,0.0,0.0,200.0,1,,7,L2_Heterogeneous_Match
1951,1951,5131,100-HR-4519,100,HR,4519,Morris King Udall,"A bill to provide for the disposition of certain lands in Arizona under the jurisdiction of the Department of the Interior by means of an exchange of lands, and for other purposes.",5/3/88,5.0,1988,21,2103,21,2103,0,,0,1.0,0.0,1.0,100.0,1,,21,L2_Heterogeneous_Match
1952,1952,241122,94-HR-7068,94,HR,7068,Elizabeth Holtzman,"A bill to amend title 18 of the United States Code to prohibit certain forms of economic coercion based on religion, race, national origin, sex, or certain other factors.",5/19/75,5.0,1975,2,200,2,200,0,,0,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
1953,1953,366157,93-S-3095,93,S,3095,Floyd Kirk Haskell,A bill to amend the Internal Revenue Code of 1954 to deny treatment as a foreign tax payment to any royalty payment made in connection with the extraction of oil or gas from a foreign country and to provide a means of determining what part of any payment constitutes the payment of a royalty.,3/1/74,3.0,1974,8,803,8,803,0,,0,0.0,0.0,1.0,100.0,2,,8,L3_Expert_Consensus
1954,1954,303555,103-S-704,103,S,704,John Bennett Johnston,"A bill to suspend temporarily the duty on 3,7,11,15, tetramethyl-l-hexadecen-3-01.",4/1/93,4.0,1993,18,1807,18,1807,0,,0,0.0,0.0,1.0,100.0,2,,18,L2_Heterogeneous_Match
1955,1955,142534,89-HR-2448,89,HR,2448,"MacGregor, Clark","To reduce the retailers excise taxes on jewelry, furs, toilet preparations, and luggage and handbags from 10 percent to 5 percent on July 1, 1965, and to repeal such taxes on July 1, 1966",,,1965,1,107,1,107,0,,,0.0,0.0,0.0,200.0,1,,15,L3_Expert_Consensus
1956,1956,319853,81-S-572,81,S,572,"Gillette, Guy","A bill to divorce the business of producing, refining, and transporting of petroleum products from that of marketing petroleum products",,,1949,8,803,8,803,0,,,0.0,0.0,1.0,100.0,2,,8,L2_Heterogeneous_Match
1957,1957,224166,93-HR-11732,93,HR,11732,"Holifield, Chet",A bill to reorganize and consolidate certain functions of the Federal Government in a new Energy Research and Development Administration and in a Nuclear Energy Commission in order to promote more efficient management of such functions.,11/30/73,11.0,1973,8,801,8,801,0,,0,0.0,0.0,1.0,100.0,1,,8,L3_Expert_Consensus
1958,1958,133691,88-HR-6456,88,HR,6456,"Byrnes, John W.",To amend the Internal Revenue Code of 1954 to provide that the admissions tax shall not apply where the proceeds inure to hospitals which are exempt from income tax,,,1963,3,322,3,322,0,,,0.0,0.0,0.0,200.0,1,,3,L2_Heterogeneous_Match
1959,1959,168521,90-HR-11104,90,HR,11104,"Tunney, John V.",To amend the Internal Revenue Code of 1954 to provide that construction workers and seasonal or migrant agricultural workers shall be allowed the deduction for moving expenses without regard to the length of time they are employed at their new principal place of work,,,1967,5,503,5,503,0,,,0.0,0.0,1.0,100.0,1,,5,L2_Heterogeneous_Match
1960,1960,290930,99-HR-4796,99,HR,4796,Richard Taylor Schulze,"A bill to enhance the ability of businesses, professionals, associations, and State and local governments to obtain liability insurance and to amend the Internal Revenue Code of 1954 to provide a deduction for contributions to a fund for payment of certain liability claims and to provide that certain restrictions on consolidated returns shall not apply to insurance companies doing business with risk retention groups.",5/8/86,5.0,1986,15,1505,15,1505,0,,0,0.0,0.0,0.0,200.0,1,,15,L2_Heterogeneous_Match
1961,1961,219188,93-HR-6701,93,HR,6701,"Burton, Phillip","A bill to amend the Immigration and Nationality Act, and for other purposes.",4/9/73,4.0,1973,9,900,9,900,0,,0,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
1962,1962,91651,85-HR-5051,85,HR,5051,"Gray, Kenneth J.","To increase the monthly rates of pension payable to widows and former widows of deceased veterans of the Spanish American War, including the Boxer Rebellion and the Philippine Insurrection.",,,1957,16,1609,16,1609,0,,,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
1963,1963,351448,90-S-451,90,S,451,"Muskie, Edmund",A bill to amend the Clean Air Act in order to authorize an investigation and study to determine means of propelling vehicles so as not to contribute to air pollution,,,1967,7,705,7,705,0,,,0.0,0.0,1.0,100.0,2,,7,L2_Heterogeneous_Match
1964,1964,223779,93-HR-13457,93,HR,13457,Elizabeth Holtzman,A bill to amend the Fair Labor Standards Act of 1938 to narrow the circumstances under which an employer employing employees subject to that act may have wage differentials based on the sex of the employees.,3/13/74,3.0,1974,2,202,2,202,0,,0,0.0,0.0,1.0,100.0,1,,5,L2_Heterogeneous_Match
1965,1965,422816,106-HR-4162,106,HR,4162,Jesse Louis Jackson,"To assure protection for the substantive due process rights of the innocent, by providing a temporary moratorium on carrying out of the death penalty to assure that persons able to prove their innocence are not executed.",4/4/00,4.0,2000,12,1210,12,1210,0,,0,0.0,0.0,0.0,100.0,1,,2,L2_Heterogeneous_Match
1966,1966,381215,97-S-443,97,S,443,John Claggett Danforth,A bill to clarify the limits of the authority of the Department of Education.,2/6/81,2.0,1981,6,600,6,600,0,,0,0.0,0.0,1.0,200.0,2,,20,L2_Heterogeneous_Match
1967,1967,72349,83-HR-8499,83,HR,8499,"Williams, Harrison A. Jr.","To amend and revise the laws relating to immigration, naturalization, nationality, and citizenship, and for other purposes",,,1954,9,900,9,900,0,,,0.0,0.0,0.0,100.0,1,,9,L2_Heterogeneous_Match
1968,1968,265376,96-HR-474,96,HR,474,Marjorie Sewell Holt,A bill to amend the Internal Revenue Code of 1954 to provide that advertising of alcoholic beverages is not a deductible expense.,1/15/79,1.0,1979,3,342,3,342,0,,0,0.0,0.0,0.0,200.0,1,,15,L3_Expert_Consensus
1969,1969,294969,100-S-2537,100,S,2537,John S. McCain,A bill to provide for the transfer to the governing body of the San Carlos Apache Tribe to purchase property within the San Carlos Mineral Strip.,6/17/88,6.0,1988,21,2102,21,2102,0,,0,0.0,0.0,0.0,200.0,2,,21,L2_Heterogeneous_Match
1970,1970,23702,104-HR-453,104,HR,453,James A. Traficant,To provide for an additional temporary and permanent district court judgeship for the northern district of Ohio.,1/9/95,1.0,1995,12,1204,12,1204,0,,0,0.0,0.0,0.0,100.0,1,,12,L3_Expert_Consensus
1971,1971,68372,83-HR-4501,83,HR,4501,"Williams, John Bell","To modify the plan of improvement for the Vicksburg-Yazoo area, Mississippi, authorized by subparagraph (o) under the title Lower Mississippi River in section 10 of the Flood Control Act approved July 24, 1946",,,1953,21,2104,21,2104,0,,,0.0,0.0,0.0,100.0,1,,21,L2_Heterogeneous_Match
1972,1972,272623,96-HR-3118,96,HR,3118,Harley Orrin Staggers,A bill to enable freestone peach growers to finance through their own industry a nationally coordinated research and education program to improve their competitive position and expand their markets for peaches.,3/20/79,3.0,1979,4,404,4,404,0,,0,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
1973,1973,416821,110-S-1908,110,S,1908,David Vitter,A bill to amend the procedures regarding military recruiter access to secondary school student recruiting information.,7/31/07,7.0,2007,6,602,6,602,0,,0,0.0,0.0,0.0,200.0,2,,16,L2_Heterogeneous_Match
1974,1974,59504,82-HR-4242,82,HR,4242,Priest,"To amend section 801 (d) of the Federal Food, Drug, and Cosmetics Act, as amended, in relation to exports",,,1951,4,403,4,403,0,,,0.0,0.0,,,1,,4,L3_Expert_Consensus
